"048C","049C","064C","065C","067C","078C","086C","088C","090C","097C","098C","100C","101C","104C","106C","108C","109C","110C","119C","121C","122C","125C","128C","133C","146C","151C","152C","154C","165C","166C","168C","170C","172C","173C","176C","178C","179C","182C","183C","185C","186C","195C","197C","211C","212C","217C","218C","221C","402C","407C","415C","418C_V2"
"022A",0.0496765978061635,100,100,0.16408054136917,100,0.600510129915187,100,0.263419476334044,0.718626577681515,100,100,0.389491683239447,0.72015198520148,100,100,100,0.678689178898764,100,100,100,100,100,100,100,100,0.257588377110978,0.656579657864351,0.558084628638034,100,0.723260394814418,100,100,100,100,100,100,100,100,0.722437016739426,100,0.51517969260119,100,0.263437173461219,0.258541502349413,100,100,100,100,100,100,0.0158117133814042,100
"038A",100,0.555839832476489,0.675216331036397,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0133872172283166,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.572332134465758,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"045A",100,100,100,100,100,100,0.405837382404168,100,100,0.579738360264315,100,100,100,100,0.674453659541484,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"056A",100,100,100,100,0.638323503583762,0.530621642699993,100,100,100,100,0.043986798152873,100,0.63182801037672,100,100,100,0.435386821195486,100,100,100,0.70146538464589,100,100,100,100,100,100,100,100,100,100,100,100,0.488487084860859,0.0366997110335189,0.59459653144626,100,100,100,0.728728927567682,100,0.716091766518598,100,100,100,100,100,100,100,100,100,100
"071A",100,0.678275790385127,100,100,100,100,100,100,100,100,100,100,100,100,100,0.184309992273458,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"082A",100,100,100,100,100,100,100,100,100,100,0.55340454854981,100,100,100,100,100,100,100,100,100,100,100,100,0.37254190845766,100,100,100,0.66415090847505,0.407864403238072,100,100,100,100,100,0.547211981758999,100,100,100,100,100,0.661635540024704,100,100,100,100,100,100,100,100,100,100,100
"091A",0.23823553347933,100,100,0.169399798974716,100,100,100,0.2118029370836,0.725334306933462,100,100,0.263814349360508,100,100,100,100,100,100,100,100,100,100,100,100,100,0.17950192351648,0.702509917984157,0.491666245398433,100,0.597836343872586,100,100,100,0.693287752875019,100,0.670214226315743,100,100,0.595362349688707,0.666260585957692,0.449801636735246,100,0.0561217996773192,0.000484841524861137,100,100,100,100,100,100,0.273813696082303,100
"092A",100,100,100,100,0.714218717584792,0.460626208309898,100,100,100,100,0.150579248173985,100,0.656991828048038,0.726206190649511,100,100,0.478987010752546,100,100,100,0.636932024246065,100,100,100,100,100,100,100,100,100,100,100,100,0.578660224185195,0.069338125421741,0.650591812596095,100,100,100,100,100,0.663816085035294,100,100,100,100,100,100,100,100,100,100
"095A",0.710834347287299,100,100,0.719096332358571,0.532741297668513,0.32995370844511,100,100,0.634518003372911,100,0.345178562458263,100,0.341997570960199,0.614120064371966,100,100,0.144471047191938,100,100,100,0.475788786557065,100,100,100,100,100,100,100,100,0.680213522835351,100,100,100,0.217244823721078,0.418439863865791,0.331750068430871,100,100,0.68100078752588,0.50871828585815,100,0.667664194667547,100,100,100,100,100,100,0.660841898728973,0.666667618121912,0.695232466794043,100
"096A",0.594318031173443,100,100,0.722899263382752,0.674093643046937,0.214144038236462,100,100,0.454956178521154,100,0.53721070317951,100,0.483547467743446,0.432359718183809,100,100,0.268675217103121,100,100,100,0.503412328184876,100,100,100,100,100,100,100,100,0.551157274076306,100,100,100,0.449786097177587,0.501780583403705,0.407770741309445,100,100,0.550929240553354,0.539028633381222,100,0.613778591750975,100,0.712692803471068,100,100,100,100,0.680656554990169,0.65479528501059,0.624042721093168,100
"111A",100,100,100,100,0.608304718930522,0.440556498829482,100,0.576236486437839,0.238766555347626,100,100,100,0.415620127773986,0.0655033183286343,100,100,0.64009922373731,100,100,100,0.331725965673404,100,100,100,100,0.722895625921053,100,100,0.69745701357249,0.457215658109223,100,100,100,0.710700260609367,100,0.673807906241505,100,100,0.46237818165705,0.479476499745444,100,0.492294633856438,100,100,100,100,100,100,0.470418300954731,0.472155090347397,100,100
"115A",0.583588154979793,100,100,0.718794219740939,0.691413017062694,0.283412752414699,100,0.727707284352857,0.385018472591935,100,0.557114450084937,100,0.56722646750249,0.450202208957806,100,100,0.401768679494519,100,100,100,0.566108219764429,100,100,100,100,100,100,100,100,0.459842647454156,100,100,100,0.581721921631804,0.500964857106317,0.558066627652759,100,100,0.459862615449278,0.699376134165499,100,0.590161506772833,0.702554567703501,0.713484804636525,100,100,100,100,0.703016456119112,0.644990753649223,0.571296639711936,100
"123A",100,100,100,100,0.495316601123305,0.399884628688142,100,0.672332339328076,0.395767564777619,100,0.705162852887104,100,0.267518659294406,0.283855166318379,100,100,0.490541559510343,100,100,100,0.0884090659635224,100,100,100,100,100,100,100,100,0.522197823205135,100,100,100,0.589169225738657,0.692500633188155,0.624303083146964,100,100,0.519461210769087,0.487492980441791,100,0.345505019561527,100,100,100,100,100,100,0.548158071645674,0.576690491350351,100,100
"131A",100,100,100,100,100,100,100,100,100,100,0.553353833196243,100,100,100,100,100,100,100,100,100,100,100,100,0.366609501441815,100,100,100,0.663706358313755,0.403729840034868,100,100,100,100,100,0.548139728715561,100,100,100,100,100,0.658515555389751,100,100,100,100,100,100,100,100,100,100,100
"136A",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0895692307808669,100,100,100,100,0.712587417242254,100,100,100,100,100,100,100,0.724615308676368,100,100
"138A",100,100,100,100,0.707326424303072,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.320224125939259,100,100,100,0.464971852829942,0.196489326744582,100,100,100,100,100,100,100,100,100,100,100,0.603963353840415,0.60841244850342,100,100,100,100,100,100,0.713475254805223,0.642217732159129,100,100
"141A",100,100,100,100,0.721530219094419,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.343347486521243,100,100,100,0.456846047960603,0.232081193871645,100,100,100,100,100,100,100,100,100,100,100,0.595837548971075,0.612081294014057,100,100,100,100,100,100,100,0.649536459411798,100,100
"144A",100,100,0.66134362075339,100,100,100,100,100,100,100,100,100,100,100,100,0.202760459697912,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"147A",0.28918334619392,100,100,0.247830670369604,100,0.725582053445829,100,0.260803251389994,0.725232835130277,100,100,0.340527165591269,100,100,100,100,100,100,100,100,100,100,100,100,100,0.263156053049225,0.702116240730339,0.488870666088821,100,0.513885706532166,100,100,100,0.712299643623321,100,0.59162751537681,100,100,0.511411712348288,0.697244875573654,0.446462132810852,100,0.0709970115848322,0.0834657958155579,100,100,100,100,100,100,0.318492363828424,100
"148A",100,100,100,100,0.487938121401803,0.688147504686447,100,100,0.503390112563463,100,100,0.656804348691635,0.669918714810503,0.495186086611264,100,100,100,100,100,100,0.648949241425673,100,100,0.729697268262896,100,100,100,0.678044906262175,0.646062897234765,0.639863038403657,100,100,100,100,100,100,0.664492420107219,100,0.645025561951484,0.710852950263532,100,0.274645492693729,100,100,100,100,100,100,0.471981967242774,0.256810205090639,100,100
"150A",100,100,100,100,0.295601726937545,0.638101058382908,100,100,0.659297142525155,100,0.66919595807796,0.706454986377887,0.545922473308913,0.697274831851987,100,100,0.540484842038339,100,100,100,0.610972512149144,100,100,100,100,100,100,100,100,0.50748486715019,100,100,100,0.572691985311107,0.667875293456128,0.552864260233007,100,100,0.510832016292151,0.629336373946777,100,0.287004853467962,100,100,100,100,100,100,0.429807450010931,0.2782422137641,100,100
"153A",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.258659126247724,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.220762266652129,100,100,0.224553938753093,100,100,100,100
"155A",100,100,100,100,100,100,0.657858074058905,100,100,100,100,100,100,100,100,100,100,100,0.056590923086231,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"157A",100,0.105875807771488,0.430051370439417,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.572591293388716,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.686594843185605,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"159A_V2",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"160A",0.713234019733988,100,100,0.594786030936878,0.612622943920486,0.480945284062133,100,100,0.533290603164884,100,0.572155201905356,100,0.679693285580893,0.651232476080799,100,100,0.549337090258169,100,100,100,0.639731752154474,100,100,100,100,0.728979749808867,100,100,100,0.259201635542763,100,100,100,0.379675813131703,0.625997029213783,0.250398084821769,100,100,0.258973602019811,0.549195820513443,100,0.630112962841903,0.658292235569774,0.663607370471147,100,100,100,100,0.63977018440547,0.705745598276388,100,100
"162A",100,100,100,100,100,100,0.690226977252342,100,100,100,100,100,100,100,0.717074447893196,100,100,100,0.0875347526484857,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"167A",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.6171463091349,100,100,100,0.631370891644542,100,100,100,100,0.617159201992535,100,100,100,100,0.391417167613169,100,100,100,100,100,100,100,100,0.617176239371444,100,100,100,100,100,0.61729367182594
"174A",100,100,100,100,100,100,100,100,0.640634982744826,100,100,100,100,0.649169502409493,100,100,100,100,100,100,0.715009295478974,100,100,0.318291748639084,100,100,100,0.617174027311616,0.21341883386178,0.719941451201126,100,100,100,100,100,100,100,100,0.718460833042621,100,0.580415996678541,100,100,100,100,100,100,100,100,100,100,100
"175A",100,100,100,100,100,100,0.507975169800142,100,100,0.595154854910575,100,100,100,100,0.22337571455591,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"181A",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"191A",100,100,100,100,0.388481505424075,0.569785758159093,100,100,0.475374088095888,100,100,0.606008239455494,0.679662220291195,0.547213328626236,100,100,0.689137138072347,100,100,100,0.623193270835012,100,100,100,100,100,100,100,100,0.417973557578124,100,100,100,0.674530799838004,100,0.652380213885307,100,100,0.423136081125951,0.599265479682568,100,0.275506328820814,0.676168846321701,0.683042862658538,100,100,100,100,0.352320481168782,0.229289090960796,100,100
"192A",100,100,100,100,100,0.472794236410805,100,100,100,100,0.192039862289322,100,0.689859715518121,0.720629386458149,100,100,0.493692191161474,100,100,100,0.604644944349568,100,100,100,100,100,100,100,100,100,100,100,100,0.590578046051748,0.12209548327313,0.635779234524793,100,100,100,100,100,0.63576240547006,100,100,100,100,100,100,100,100,100,100
"194A",100,100,100,100,100,100,100,100,100,100,0.657713652206466,100,100,100,100,100,100,100,100,100,100,100,100,0.405320782420983,100,100,100,0.586804250238221,0.372602530927579,100,100,100,100,100,0.657816643216169,100,0.725570750911298,100,100,100,0.639344640516055,100,100,100,100,100,100,100,100,100,100,100
"198A_V2",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.512614583297573,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"205A",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"209A",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.056040678114562,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"224A",100,100,100,100,100,100,100,100,100,100,0.561212981971848,100,100,100,100,100,100,100,100,100,100,100,100,0.382442182933136,100,100,100,0.663788790716747,0.416541328718509,100,100,100,100,100,0.555091776466659,100,100,100,100,100,0.658597987792743,100,100,100,100,100,100,100,100,100,100,100
"225A",100,100,100,100,0.655606878428078,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.289953744416013,100,100,100,0.479421657627968,0.278511543687673,100,100,100,100,100,100,100,100,100,100,100,0.618413158638441,0.551461268893896,100,100,100,100,100,100,0.67273942048727,0.615493769798669,100,100
"226A",100,100,100,100,100,100,0.684649460004957,100,100,0.410410598330958,100,100,100,100,0.537313344245401,100,100,0.659758415591251,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.698122670327422,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"404A",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"405A",0.70703150793657,100,100,0.602774971825316,0.61238663636285,0.486261217167116,100,100,0.532222244439804,100,0.576382030022089,100,0.671983883133995,0.64830042120474,100,100,0.539550674814471,100,100,100,0.635992826684153,100,100,100,100,0.722559761498846,100,100,100,0.258024865022736,100,100,100,0.370015135283434,0.629649111463547,0.240356528291622,100,100,0.257796831499784,0.540309586343092,100,0.629688439351321,0.657269755651797,0.663448978400553,100,100,100,100,0.637180420742492,0.704031355946567,100,100
"406A_V2",100,100,100,100,100,100,0.420955020319764,100,100,0.617548619788528,100,100,100,100,0.0856798341395074,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"409A",100,100,100,100,100,100,100,100,100,100,0.597375008874295,100,100,100,100,100,100,100,100,100,100,100,100,0.384299123607673,100,100,100,0.645129810999595,0.350659909548868,100,100,100,100,100,0.599267335108496,100,100,100,100,100,0.635881002194564,100,100,100,100,100,100,100,100,100,100,100
"410A",100,100,100,100,100,100,100,100,0.651938670672353,100,100,100,100,0.652974114186753,100,100,100,100,100,100,0.721593579314708,100,100,0.328949117343829,100,100,100,0.621848839467267,0.192842227876695,100,100,100,100,100,100,100,100,100,0.729505427355555,100,0.579374731378327,100,100,100,100,100,100,100,100,100,100,100
"413A",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"420A",100,100,100,100,100,100,100,100,100,100,0.551785577718749,100,100,100,100,100,100,100,100,100,100,100,100,0.370704541094703,100,100,100,0.66343378430745,0.406984949129862,100,100,100,100,100,0.540299000378876,100,100,100,100,100,0.660801672981073,100,100,100,100,100,100,100,100,100,100,100
